District,Constituency,Polling Station,Total,Male,Female,PDF Link
JHAJJAR,65-BADLI,PATAUDA,4731,2498,2233,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650164.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650165.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650166.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650167.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650168.PDF"
JHAJJAR,65-BADLI,BODIYA,632,346,286,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650032.PDF
JHAJJAR,65-BADLI,AHRI,2223,1214,1009,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650158.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650159.PDF"
JHAJJAR,65-BADLI,SAMASPUR MAJRA,1869,1019,850,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650142.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650143.PDF"
JHAJJAR,65-BADLI,DARIYAPUR,1761,948,813,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650076.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650077.PDF"
JHAJJAR,65-BADLI,KOKA,885,464,421,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650160.PDF
JHAJJAR,65-BADLI,KASNI,2835,1528,1307,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650119.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650120.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650121.PDF"
JHAJJAR,65-BADLI,SARAULA,1151,615,536,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650141.PDF
JHAJJAR,65-BADLI,SILANA,3036,1594,1442,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650016.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650017.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650018.PDF"
JHAJJAR,65-BADLI,CHANDOL,1165,636,529,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650122.PDF
JHAJJAR,65-BADLI,LUKSAR,1786,964,822,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650053.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650054.PDF"
JHAJJAR,65-BADLI,SUHRA,1512,818,694,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650027.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650028.PDF"
JHAJJAR,65-BADLI,FAIJABAD,1145,610,535,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650064.PDF
JHAJJAR,65-BADLI,GUBHANA,3678,2005,1673,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650055.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650056.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650057.PDF"
JHAJJAR,65-BADLI,KILOI,1852,971,881,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650029.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650030.PDF"
JHAJJAR,65-BADLI,BHATHERA,1876,1010,866,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650153.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650154.PDF"
JHAJJAR,65-BADLI,PATASANI,899,467,432,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650152.PDF
JHAJJAR,65-BADLI,GOYLA KALAN,2427,1346,1081,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650042.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650043.PDF"
JHAJJAR,65-BADLI,CHHAPPAR,2165,1172,993,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650139.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650140.PDF"
JHAJJAR,65-BADLI,NIMANA,,,,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650096.PDF
JHAJJAR,65-BADLI,DHAKLA,3408,1777,1631,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650123.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650124.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650125.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650126.PDF"
JHAJJAR,65-BADLI,FATEHPUR,1097,571,526,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650101.PDF
JHAJJAR,65-BADLI,RAIPUR,939,509,430,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650112.PDF
JHAJJAR,65-BADLI,KHERI JAT,2372,1312,1060,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650061.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650062.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650063.PDF"
JHAJJAR,65-BADLI,BHINDAWAS,1488,768,720,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650001.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650002.PDF"
JHAJJAR,65-BADLI,KUTANI,943,487,456,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650102.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650103.PDF"
JHAJJAR,65-BADLI,SILANI PANA KESHO,2698,1419,1279,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650019.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650020.PDF"
JHAJJAR,65-BADLI,UKHLACHNA,2614,1395,1219,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650025.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650026.PDF"
JHAJJAR,65-BADLI,MUBARAKPUR,956,519,437,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650136.PDF
