District,Constituency,Polling Station,Total,Male,Female,PDF Link
FARIDABAD,85-PRITHLA,DEWALI,2117,1179,938,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB85/CMB0850114.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB85/CMB0850115.PDF"
FARIDABAD,85-PRITHLA,PRAHLADPUR MAJRA DING,1526,852,674,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB85/CMB0850073.PDF
FARIDABAD,85-PRITHLA,DADOTA,1222,672,550,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB85/CMB0850147.PDF
FARIDABAD,85-PRITHLA,ALAWALPUR,6608,3685,2923,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB85/CMB0850166.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB85/CMB0850167.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB85/CMB0850168.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB85/CMB0850169.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB85/CMB0850170.PDF"
FARIDABAD,86-FARIDABAD NIT,NAGLA GUJRAN,15306,8715,6591,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB86/CMB0860051.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB86/CMB0860052.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB86/CMB0860053.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB86/CMB0860054.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB86/CMB0860055.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB86/CMB0860056.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB86/CMB0860057.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB86/CMB0860058.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB86/CMB0860059.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB86/CMB0860092.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB86/CMB0860093.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB86/CMB0860094.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB86/CMB0860095.PDF"
FARIDABAD,86-FARIDABAD NIT,FATEHPUR TAGA,4089,2235,1854,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB86/CMB0860027.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB86/CMB0860028.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB86/CMB0860029.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB86/CMB0860030.PDF"
FARIDABAD,86-FARIDABAD NIT,DHAUJ,7899,4580,3319,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB86/CMB0860018.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB86/CMB0860019.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB86/CMB0860020.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB86/CMB0860021.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB86/CMB0860022.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB86/CMB0860023.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB86/CMB0860024.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB86/CMB0860025.PDF"
FARIDABAD,86-FARIDABAD NIT,KOT,826,453,373,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB86/CMB0860001.PDF
FARIDABAD,86-FARIDABAD NIT,MADALPUR,2819,1508,1311,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB86/CMB0860031.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB86/CMB0860032.PDF"
FARIDABAD,86-FARIDABAD NIT,BALLABGARH ,1837,1084,753,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB86/CMB0860210.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB86/CMB0860211.PDF"
