District,Constituency,Polling Station,Total,Male,Female,PDF Link
SONIPAT,28-GANAUR,SAMASPUR,667,362,305,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280057.PDF
SONIPAT,28-GANAUR,SAIYANKHERA,1231,660,571,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280114.PDF
SONIPAT,28-GANAUR,BHAURA RASULPUR,1367,763,604,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280008.PDF
SONIPAT,28-GANAUR,GANAUR,26359,14011,12348,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280061.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280062.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280063.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280064.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280065.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280066.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280067.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280068.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280069.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280070.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280071.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280072.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280073.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280074.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280075.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280076.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280077.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280078.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280079.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280080.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280081.PDF"
SONIPAT,28-GANAUR,BHAKHARPUR,637,345,292,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280013.PDF
SONIPAT,28-GANAUR,AGWANPUR,2871,1568,1303,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280104.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280105.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280106.PDF"
SONIPAT,28-GANAUR,BHAWAR,821,450,371,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280113.PDF
SONIPAT,28-GANAUR,BHURRI,1358,738,620,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280151.PDF
SONIPAT,28-GANAUR,BALI QUTUBPUR,,,,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280003.PDF
SONIPAT,28-GANAUR,PUGTHALA,2539,1441,1098,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280041.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280042.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280043.PDF"
SONIPAT,28-GANAUR,AAHULANA,2660,1447,1213,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280004.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280005.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280006.PDF"
SONIPAT,28-GANAUR,SIRDHANA,1136,631,505,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280040.PDF
SONIPAT,28-GANAUR,RASULPUR,537,302,235,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280088.PDF
SONIPAT,28-GANAUR,THARIYA,1007,548,459,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280167.PDF
SONIPAT,28-GANAUR,TEWARI,,,,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280052.PDF
SONIPAT,28-GANAUR,BHIGAN,3075,1656,1419,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280148.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280149.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280150.PDF"
SONIPAT,28-GANAUR,BULANDPUR,1226,697,529,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280037.PDF
SONIPAT,28-GANAUR,BAJANA KHRUD,2178,1197,981,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280044.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280045.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280046.PDF"
SONIPAT,28-GANAUR,LALHERI,2104,1137,967,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280102.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280103.PDF"
SONIPAT,28-GANAUR,BEGA,4181,2352,1829,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280015.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280016.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280017.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280018.PDF"
SONIPAT,28-GANAUR,HASANPUR,,,,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280144.PDF
SONIPAT,28-GANAUR,SANPERA,2386,1291,1095,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280093.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280094.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280095.PDF"
SONIPAT,28-GANAUR,SANDAL KALAN,2336,1298,1038,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280161.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280162.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280163.PDF"
SONIPAT,28-GANAUR,RAMNAGAR,,,,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280092.PDF
SONIPAT,28-GANAUR,GIYASPUR,718,388,330,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280087.PDF
SONIPAT,29-RAI,JAINPUR,2189,1203,986,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290006.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290007.PDF"
SONIPAT,29-RAI,BAHALGARH,2232,1318,914,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290065.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290066.PDF"
SONIPAT,29-RAI,BINDRAULI,2072,1097,975,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290094.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290095.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290096.PDF"
SONIPAT,29-RAI,AKBARPUR BROTA,,,,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290104.PDF
SONIPAT,29-RAI,MURTHAL,10343,5674,4669,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290018.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290019.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290020.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290021.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290022.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290023.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290024.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290025.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290026.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290027.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290028.PDF"
SONIPAT,29-RAI,TANDA,839,457,382,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290057.PDF
SONIPAT,29-RAI,BAD MALIK,2978,1743,1235,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290089.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290090.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290091.PDF"
SONIPAT,29-RAI,DIPALPUR,3193,1748,1445,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290045.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290046.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290047.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290048.PDF"
SONIPAT,29-RAI,CHHATEHRA BAHADURPUR,1538,835,703,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290099.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290100.PDF"
SONIPAT,29-RAI,SEWALI,2247,1205,1042,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290082.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290083.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290084.PDF"
SONIPAT,29-RAI,NANGAL KHURD,1276,705,571,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290031.PDF
SONIPAT,29-RAI,NAHRI,5863,3128,2735,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290158.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290159.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290160.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290161.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290162.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290163.PDF"
SONIPAT,29-RAI,NAHRA,2995,1663,1332,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290151.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290152.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290153.PDF"
SONIPAT,29-RAI,SHAHPUR TURK,1375,744,631,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290033.PDF
SONIPAT,29-RAI,MALHA MAJRA,1488,814,674,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290149.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290150.PDF"
SONIPAT,29-RAI,MEHNDIPUR,1946,1075,871,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290015.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290016.PDF"
SONIPAT,29-RAI,SAFIYABAD PANA PAPOSHIYAN,1947,1036,911,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290141.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290142.PDF"
SONIPAT,29-RAI,BAKIPUR,2366,1369,997,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290120.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290121.PDF"
SONIPAT,29-RAI,JHUNDPUR,1590,858,732,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290055.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB29/CMB0290056.PDF"
